order_date,region,country,product_category,product_name,revenue,cost,shipping_cost,material_cost
2025-08-23,Europe,Spain,Technology,Cloud Server,2075.32,889.53,134.05,755.48
2025-05-27,South America,Chile,Office Supplies,Desk Organizer,7648.39,3916.89,561.93,3354.95
2024-04-21,Asia Pacific,Japan,Office Supplies,Office Chair,9335.16,3781.68,423.86,3357.82
2024-06-21,South America,Brazil,Technology,Laptop Pro,7850.56,3246.35,399.14,2847.21
2024-10-22,South America,Brazil,Technology,Business Tablet,2270.8,850.35,123.36,727.0
2025-05-29,Europe,Italy,Furniture,Conference Table,2263.56,787.68,88.59,699.09
2024-07-15,Asia Pacific,Singapore,Office Supplies,Premium Paper,8749.44,3233.58,390.72,2842.86
2025-01-21,Europe,United Kingdom,Technology,Business Tablet,781.83,304.5,42.42,262.08
2024-04-13,Europe,Germany,Office Supplies,Premium Paper,6820.56,3072.49,218.89,2853.59
2024-08-04,Europe,Italy,Furniture,Ergonomic Chair,9355.22,3908.95,438.31,3470.64
2025-03-15,Asia Pacific,Australia,Furniture,Ergonomic Chair,9994.73,4993.13,770.09,4223.04
2025-11-12,South America,Argentina,Furniture,Executive Desk,9765.4,4895.15,686.64,4208.51
2024-01-04,South America,Chile,Office Supplies,Office Chair,743.96,278.96,42.06,236.9
2025-12-17,North America,Canada,Office Supplies,Desk Organizer,5391.68,2314.06,162.59,2151.47
2025-10-15,Asia Pacific,India,Furniture,Ergonomic Chair,8797.63,4506.41,587.6,3918.81
2025-11-25,South America,Brazil,Furniture,Storage Cabinet,4301.57,1832.29,146.55,1685.74
2025-03-14,South America,Chile,Furniture,Executive Desk,7475.64,2869.4,297.19,2572.21
2024-05-26,Europe,France,Office Supplies,Premium Paper,3362.81,1541.5,193.15,1348.35
2025-04-23,North America,Canada,Technology,Cloud Server,6795.1,2559.83,275.76,2284.07
2025-11-06,Europe,Germany,Office Supplies,Premium Paper,2022.24,1354.6,228.96,1125.64
2024-09-20,South America,Chile,Technology,Smartphone X,9265.99,4166.27,505.9,3660.36
2025-12-09,Asia Pacific,Japan,Furniture,Executive Desk,6617.87,2795.55,435.93,2359.61
2025-01-25,South America,Brazil,Technology,Business Tablet,1599.05,555.84,55.1,500.75
2025-08-29,North America,Mexico,Technology,Business Tablet,1710.47,677.37,83.83,593.54
2024-01-02,Asia Pacific,India,Furniture,Conference Table,8547.63,4213.64,393.04,3820.6
2025-01-08,North America,Mexico,Furniture,Conference Table,1512.57,565.7,109.84,455.86
2024-11-19,North America,Canada,Technology,Cloud Server,6959.82,2549.27,307.41,2241.85
2025-11-12,Europe,Spain,Office Supplies,Printer,5272.59,3686.62,708.84,2977.78
2025-10-08,North America,Canada,Office Supplies,Desk Organizer,1058.72,486.13,39.85,446.28
2024-08-03,North America,Mexico,Furniture,Executive Desk,9270.0,4535.3,675.22,3860.08
2025-02-05,Asia Pacific,Japan,Technology,Cloud Server,3705.4,1783.04,294.64,1488.4
2025-02-04,South America,Brazil,Furniture,Ergonomic Chair,3182.46,1602.42,207.04,1395.38
2025-07-15,South America,Brazil,Technology,Business Tablet,7646.53,3496.84,537.2,2959.65
2025-12-27,Asia Pacific,Singapore,Furniture,Conference Table,5983.0,2515.28,323.81,2191.47
2024-05-28,North America,United States,Furniture,Conference Table,7485.53,2752.19,496.27,2255.91
2025-08-12,Europe,France,Office Supplies,Desk Organizer,6954.73,2490.14,228.23,2261.91
2024-12-30,South America,Brazil,Technology,Laptop Pro,9812.63,4486.18,585.52,3900.66
2024-06-01,South America,Brazil,Technology,Laptop Pro,2788.13,1220.35,179.55,1040.79
2024-06-25,South America,Chile,Furniture,Executive Desk,7888.44,3883.08,493.15,3389.93
2024-10-08,South America,Argentina,Technology,Laptop Pro,1607.96,611.63,99.81,511.83
2025-06-05,North America,United States,Furniture,Storage Cabinet,3100.39,1492.9,216.15,1276.75
2024-07-04,South America,Argentina,Furniture,Storage Cabinet,3334.45,1217.23,154.26,1062.97
2025-12-31,North America,Canada,Furniture,Executive Desk,4241.07,2085.73,293.37,1792.36
2025-06-26,South America,Brazil,Furniture,Executive Desk,7658.33,3017.75,481.93,2535.82
2024-04-30,North America,Mexico,Furniture,Conference Table,550.58,227.28,25.17,202.11
2024-02-10,North America,Mexico,Technology,Smartphone X,1334.3,541.95,90.27,451.68
2024-03-27,Europe,Spain,Office Supplies,Printer,9679.62,3916.33,763.29,3153.04
2025-11-04,Europe,France,Office Supplies,Premium Paper,9489.04,6382.43,1202.22,5180.22
2025-08-13,South America,Chile,Office Supplies,Printer,6258.64,2759.97,403.03,2356.93
2025-11-09,Europe,France,Technology,Smartphone X,1845.84,1156.5,245.73,910.78
2025-08-28,Asia Pacific,Australia,Technology,Cloud Server,1206.42,467.29,59.22,408.07
2024-06-16,South America,Argentina,Technology,Business Tablet,6926.99,3312.43,257.42,3055.01
2024-07-27,Europe,United Kingdom,Furniture,Conference Table,7287.23,3256.92,454.64,2802.28
2025-06-07,North America,Canada,Technology,Business Tablet,9928.27,3934.97,310.71,3624.26
2025-09-10,North America,United States,Office Supplies,Premium Paper,5548.97,2513.33,279.33,2234.0
2024-12-03,Europe,United Kingdom,Office Supplies,Printer,1890.13,875.88,82.57,793.32
2024-04-10,South America,Brazil,Office Supplies,Premium Paper,7935.97,2974.79,446.98,2527.81
2024-11-09,South America,Brazil,Furniture,Ergonomic Chair,7154.33,3486.93,411.93,3075.0
2025-09-14,Europe,Germany,Technology,Business Tablet,9491.85,3850.78,448.57,3402.21
2025-11-25,South America,Argentina,Furniture,Conference Table,2961.08,1387.74,194.43,1193.31
2025-11-04,North America,United States,Office Supplies,Printer,1002.21,488.62,78.9,409.72
2025-12-25,North America,Mexico,Furniture,Storage Cabinet,7214.47,2934.69,572.2,2362.49
2025-04-24,Asia Pacific,Australia,Office Supplies,Office Chair,3399.28,1720.24,263.01,1457.23
2025-02-20,Asia Pacific,India,Furniture,Executive Desk,1228.59,455.42,42.61,412.81
2025-08-12,Europe,Germany,Furniture,Ergonomic Chair,5764.52,2580.46,424.95,2155.51
2025-03-10,North America,Canada,Office Supplies,Premium Paper,4351.98,2036.67,328.77,1707.9
2024-01-08,South America,Chile,Furniture,Ergonomic Chair,2820.15,1377.34,218.68,1158.65
2025-06-24,Europe,Spain,Office Supplies,Office Chair,6907.96,3374.3,388.06,2986.24
2024-08-18,North America,United States,Office Supplies,Office Chair,5380.0,2657.77,275.11,2382.65
2025-01-23,North America,Canada,Technology,Business Tablet,9183.43,3622.14,523.05,3099.08
2024-04-30,Asia Pacific,Australia,Office Supplies,Printer,3015.13,1091.16,185.61,905.55
2025-02-07,North America,Canada,Furniture,Executive Desk,9386.44,4752.28,679.74,4072.53
2024-02-28,Asia Pacific,India,Furniture,Storage Cabinet,3621.24,1388.17,109.57,1278.6
2024-07-09,South America,Argentina,Technology,Laptop Pro,4592.64,1773.16,259.28,1513.88
2024-06-06,South America,Brazil,Office Supplies,Premium Paper,1978.49,870.14,81.72,788.42
2025-02-08,Asia Pacific,Australia,Office Supplies,Desk Organizer,8975.84,3805.2,390.22,3414.98
2025-03-25,South America,Brazil,Technology,Business Tablet,7597.37,2849.4,563.56,2285.83
2025-12-27,North America,United States,Technology,Business Tablet,882.43,376.25,59.3,316.95
2024-02-02,North America,Mexico,Technology,Cloud Server,9617.14,4648.72,345.64,4303.09
2025-05-15,South America,Chile,Furniture,Conference Table,3586.43,1752.86,265.71,1487.15
2025-05-28,South America,Brazil,Technology,Laptop Pro,8030.77,2940.26,379.1,2561.16
2024-01-14,North America,United States,Furniture,Ergonomic Chair,4581.82,1924.2,139.29,1784.91
2025-05-06,Asia Pacific,Australia,Office Supplies,Premium Paper,7728.55,2896.56,290.79,2605.77
2025-06-07,North America,United States,Office Supplies,Premium Paper,8709.58,4280.81,369.01,3911.81
2025-03-15,North America,Canada,Furniture,Executive Desk,7160.88,2967.54,279.7,2687.84
2025-08-28,North America,United States,Technology,Smartphone X,4312.19,1641.6,170.8,1470.8
2024-05-29,South America,Brazil,Furniture,Conference Table,1363.89,488.28,68.69,419.59
2024-11-09,North America,United States,Office Supplies,Desk Organizer,5052.35,2216.33,314.22,1902.11
2024-11-07,Europe,United Kingdom,Office Supplies,Printer,9458.49,4247.68,400.55,3847.13
2024-02-18,North America,United States,Technology,Laptop Pro,6774.09,2658.91,299.86,2359.05
2024-10-13,Europe,Italy,Technology,Business Tablet,9509.12,3801.32,429.98,3371.34
2024-04-09,Europe,Spain,Technology,Business Tablet,3925.4,1918.15,263.58,1654.58
2025-08-26,Asia Pacific,Japan,Furniture,Ergonomic Chair,2495.32,1077.9,185.55,892.34
2024-05-13,Europe,Germany,Furniture,Conference Table,2332.81,937.32,81.49,855.83
2025-07-13,Asia Pacific,Australia,Furniture,Storage Cabinet,9901.62,3924.39,653.89,3270.5
2024-02-14,North America,United States,Office Supplies,Printer,8970.07,4361.32,648.58,3712.74
2025-07-27,Asia Pacific,Australia,Office Supplies,Premium Paper,9153.07,3305.23,466.35,2838.88
2025-05-30,Europe,France,Furniture,Ergonomic Chair,7118.71,2503.03,229.74,2273.29
2025-08-02,Europe,France,Furniture,Storage Cabinet,5202.75,2266.03,289.66,1976.37
2024-03-17,North America,Canada,Furniture,Storage Cabinet,5843.74,2447.93,352.73,2095.2
2024-07-30,North America,United States,Technology,Smartphone X,6125.07,2313.81,468.15,1845.66
2025-06-09,South America,Chile,Furniture,Ergonomic Chair,3382.4,1347.76,221.25,1126.51
2025-07-19,Europe,France,Technology,Laptop Pro,5568.88,2259.61,345.16,1914.45
2024-10-11,North America,Canada,Technology,Smartphone X,9900.59,3636.54,354.53,3282.0
2025-10-26,Asia Pacific,Australia,Office Supplies,Premium Paper,9491.06,4515.85,410.03,4105.81
2024-05-16,South America,Chile,Office Supplies,Printer,9859.98,4184.71,300.93,3883.78
2024-12-30,North America,Mexico,Office Supplies,Office Chair,2931.88,1070.76,184.32,886.44
2025-08-20,Europe,Italy,Furniture,Ergonomic Chair,8765.24,3967.93,504.39,3463.55
2025-03-28,North America,Canada,Office Supplies,Office Chair,6025.81,2945.45,407.62,2537.83
2024-06-08,South America,Brazil,Furniture,Storage Cabinet,4002.08,1881.02,138.81,1742.21
2024-07-04,South America,Brazil,Technology,Smartphone X,5911.75,2840.74,230.68,2610.06
2024-10-15,Europe,United Kingdom,Technology,Smartphone X,8266.24,3657.79,325.63,3332.16
2024-05-26,Europe,Italy,Technology,Cloud Server,9136.75,4390.84,319.89,4070.95
2025-06-23,North America,Mexico,Technology,Laptop Pro,4089.81,1531.37,291.72,1239.65
2025-10-21,Europe,France,Technology,Laptop Pro,3042.74,2007.61,305.99,1701.62
2024-04-18,Asia Pacific,India,Technology,Smartphone X,5064.04,2211.18,264.43,1946.76
2024-06-16,Asia Pacific,Australia,Office Supplies,Office Chair,2816.18,1196.6,122.15,1074.45
2025-07-10,Europe,Germany,Technology,Laptop Pro,5674.1,2211.24,421.72,1789.53
2025-03-01,North America,United States,Technology,Laptop Pro,2653.41,1075.89,126.48,949.41
2024-10-20,North America,Mexico,Office Supplies,Premium Paper,5172.3,2533.61,213.23,2320.37
2024-10-15,Asia Pacific,India,Furniture,Ergonomic Chair,1624.33,835.7,123.44,712.27
2024-02-14,North America,United States,Office Supplies,Printer,6196.31,2722.82,232.43,2490.39
2025-11-14,Asia Pacific,Australia,Office Supplies,Premium Paper,3075.39,1301.95,149.02,1152.93
2024-09-28,Europe,Germany,Technology,Smartphone X,3542.43,1504.32,234.04,1270.28
2025-05-04,Europe,Germany,Furniture,Storage Cabinet,9616.06,3618.46,331.97,3286.49
2024-05-10,North America,Canada,Office Supplies,Printer,5194.96,2342.07,408.54,1933.53
2025-09-08,Asia Pacific,Japan,Furniture,Conference Table,4140.26,1818.97,235.74,1583.24
2025-05-19,North America,Canada,Technology,Cloud Server,5505.99,2681.71,388.53,2293.18
2024-08-12,Europe,France,Office Supplies,Premium Paper,2431.16,1156.53,116.99,1039.54
2025-04-30,North America,United States,Technology,Business Tablet,3928.16,1949.67,270.78,1678.89
2024-05-22,Asia Pacific,Singapore,Technology,Cloud Server,2803.73,1281.21,91.94,1189.27
2024-05-21,Europe,France,Office Supplies,Premium Paper,7113.16,2819.73,232.63,2587.1
2024-04-18,Europe,Italy,Furniture,Conference Table,786.76,305.84,26.71,279.13
2024-03-19,Europe,Spain,Office Supplies,Office Chair,7771.47,3166.64,287.59,2879.06
2025-06-24,Asia Pacific,Singapore,Office Supplies,Printer,4717.75,2016.31,144.65,1871.66
2024-04-23,North America,United States,Furniture,Executive Desk,6239.65,2271.57,237.22,2034.36
2025-02-09,South America,Chile,Office Supplies,Printer,9231.93,4068.96,604.39,3464.57
2025-03-09,North America,Canada,Technology,Cloud Server,9790.3,3518.27,397.42,3120.85
2025-09-25,Europe,France,Office Supplies,Office Chair,8313.8,4212.21,500.94,3711.26
2024-03-20,South America,Argentina,Office Supplies,Desk Organizer,8358.91,3300.86,586.52,2714.34
2025-10-24,South America,Brazil,Office Supplies,Premium Paper,1491.8,631.55,102.84,528.7
2024-12-09,Europe,France,Office Supplies,Office Chair,5644.9,2086.66,337.88,1748.78
2024-11-12,North America,Mexico,Technology,Laptop Pro,2783.18,1033.29,162.83,870.46
2024-02-15,South America,Brazil,Technology,Business Tablet,1385.5,589.28,109.49,479.79
2024-10-16,South America,Chile,Technology,Business Tablet,7642.5,3726.07,601.41,3124.66
2025-12-20,Europe,United Kingdom,Office Supplies,Premium Paper,5270.68,3627.41,677.9,2949.51
2024-02-08,Asia Pacific,Japan,Technology,Cloud Server,1248.15,588.54,96.91,491.64
2024-08-25,North America,Mexico,Furniture,Conference Table,7803.84,3139.8,610.13,2529.67
2025-06-12,Asia Pacific,Singapore,Technology,Business Tablet,3263.0,1535.33,251.27,1284.06
2024-02-10,South America,Brazil,Technology,Laptop Pro,9601.15,4462.19,765.41,3696.78
2024-04-09,Europe,France,Office Supplies,Premium Paper,5239.67,2131.01,201.65,1929.36
2024-10-29,North America,United States,Office Supplies,Printer,3857.0,1451.01,252.76,1198.25
2025-04-16,Asia Pacific,Singapore,Office Supplies,Desk Organizer,6677.77,2385.74,241.72,2144.01
2025-08-05,South America,Brazil,Office Supplies,Printer,4308.92,2173.45,326.86,1846.59
2024-05-12,South America,Argentina,Furniture,Ergonomic Chair,4049.99,1853.39,223.95,1629.43
2024-09-26,Europe,Spain,Furniture,Executive Desk,7539.9,3074.65,535.8,2538.85
2024-01-09,North America,United States,Office Supplies,Desk Organizer,2002.96,788.25,67.4,720.85
2025-02-01,South America,Chile,Technology,Business Tablet,4925.84,2321.94,369.47,1952.47
2025-04-21,Europe,Germany,Technology,Laptop Pro,9215.87,4670.46,630.47,4039.99
2024-07-23,South America,Argentina,Technology,Business Tablet,3753.02,1618.63,152.49,1466.14
2025-05-02,Europe,United Kingdom,Office Supplies,Premium Paper,5678.27,2723.05,211.66,2511.39
2024-08-06,Asia Pacific,India,Furniture,Storage Cabinet,1092.8,536.3,75.93,460.37
2025-04-29,North America,United States,Technology,Laptop Pro,9550.13,4259.77,415.36,3844.41
2025-10-12,North America,United States,Technology,Laptop Pro,3102.1,1197.24,228.59,968.65
2025-04-07,South America,Chile,Technology,Business Tablet,2248.74,860.84,168.09,692.75
2025-03-14,Asia Pacific,Australia,Technology,Smartphone X,3818.12,1590.78,205.32,1385.46
2025-12-06,North America,Mexico,Office Supplies,Printer,9169.68,4187.78,652.43,3535.35
2025-07-28,North America,United States,Furniture,Conference Table,3575.46,1876.77,275.13,1601.65
2024-11-20,Europe,France,Office Supplies,Office Chair,5244.73,2187.38,365.04,1822.34
2025-11-21,South America,Argentina,Furniture,Executive Desk,9888.27,5086.15,720.49,4365.66
2025-10-11,South America,Chile,Furniture,Executive Desk,846.62,382.03,33.34,348.69
2025-12-14,North America,Mexico,Office Supplies,Office Chair,3806.81,1985.04,299.17,1685.87
2025-08-13,Europe,United Kingdom,Office Supplies,Premium Paper,3368.47,1404.64,239.0,1165.64
2024-05-07,South America,Chile,Office Supplies,Desk Organizer,4398.67,1803.26,251.27,1551.99
2025-06-19,Asia Pacific,India,Technology,Cloud Server,4569.64,1765.16,273.01,1492.14
2025-07-09,South America,Argentina,Office Supplies,Desk Organizer,6524.02,3145.94,501.67,2644.28
2024-04-11,Europe,Germany,Technology,Laptop Pro,6354.47,2646.71,348.35,2298.36
2025-09-30,Europe,Italy,Furniture,Executive Desk,6843.25,3205.03,277.79,2927.24
2025-04-10,South America,Brazil,Technology,Cloud Server,9530.24,4024.43,664.14,3360.29
2025-04-20,South America,Chile,Furniture,Storage Cabinet,572.25,227.41,23.57,203.83
2024-10-17,Asia Pacific,Australia,Office Supplies,Desk Organizer,6896.36,2593.56,520.35,2073.21
2024-02-03,Europe,Germany,Technology,Business Tablet,8487.31,3776.06,569.18,3206.88
2024-11-21,Asia Pacific,Japan,Furniture,Storage Cabinet,2797.4,1358.58,110.87,1247.71
2025-10-21,South America,Brazil,Furniture,Storage Cabinet,1724.27,817.84,135.99,681.85
2024-06-26,South America,Argentina,Furniture,Conference Table,4655.32,1792.28,326.15,1466.13
2025-05-31,Europe,Spain,Office Supplies,Printer,8454.71,3128.06,389.93,2738.13
2024-04-05,Europe,Germany,Office Supplies,Premium Paper,6474.49,2721.77,203.24,2518.53
2025-12-25,Europe,Spain,Office Supplies,Premium Paper,7552.23,5019.49,917.5,4102.0
2024-09-02,North America,Canada,Technology,Smartphone X,7399.97,3477.76,361.9,3115.87
2024-09-23,Europe,United Kingdom,Technology,Smartphone X,6460.66,2937.83,380.97,2556.86
2024-04-15,Europe,Italy,Furniture,Executive Desk,1517.23,632.84,113.38,519.45
2024-04-05,Europe,Italy,Office Supplies,Office Chair,4212.6,1705.06,131.0,1574.06
2024-03-16,South America,Chile,Technology,Smartphone X,7029.7,2825.71,321.11,2504.6
2025-04-06,North America,United States,Office Supplies,Premium Paper,9084.56,4183.54,559.25,3624.28
2024-02-02,Europe,United Kingdom,Office Supplies,Desk Organizer,9951.7,4182.2,301.05,3881.15
2025-06-18,Asia Pacific,India,Technology,Laptop Pro,5591.56,2492.42,380.49,2111.93
2024-08-09,Asia Pacific,India,Technology,Laptop Pro,3611.63,1442.31,239.77,1202.54
2024-05-09,Asia Pacific,Australia,Office Supplies,Office Chair,9555.68,3916.47,550.17,3366.3
2024-10-28,South America,Chile,Office Supplies,Desk Organizer,5370.24,2146.18,212.94,1933.24
2024-06-26,North America,Mexico,Furniture,Ergonomic Chair,9637.78,3711.43,671.35,3040.09
2025-08-24,Asia Pacific,Japan,Technology,Cloud Server,4617.98,1970.68,276.23,1694.45
2024-10-05,Asia Pacific,India,Furniture,Storage Cabinet,4578.47,1986.0,222.96,1763.04
2025-10-09,Europe,Italy,Technology,Laptop Pro,9601.93,6654.36,1465.59,5188.77
2025-06-27,Asia Pacific,Singapore,Technology,Laptop Pro,2209.09,923.28,153.63,769.65
2025-01-01,North America,United States,Technology,Business Tablet,4033.66,1827.42,145.68,1681.74
2024-11-22,Europe,United Kingdom,Technology,Cloud Server,5890.96,2296.69,245.26,2051.43
2024-03-08,South America,Argentina,Furniture,Conference Table,5508.99,1979.6,241.86,1737.74
2025-09-14,Europe,Spain,Furniture,Storage Cabinet,6980.25,3043.04,493.29,2549.75
2024-07-21,North America,United States,Office Supplies,Desk Organizer,944.52,356.2,33.97,322.23
2025-04-08,North America,Mexico,Office Supplies,Desk Organizer,2746.01,917.39,84.83,832.56
2025-08-12,Europe,Italy,Office Supplies,Office Chair,8495.61,3697.4,635.4,3062.0
